Type, YearCreated, YearReported,  Market, FromPool, To_Gas/Pool, AmountEmitted, AmountRetained
5, 2, 13, 300, 205, 205, 0, 4.7456878534811 
5, 2, 14, 300, 205, 205, 0, 4.70203043559443 
5, 2, 15, 300, 205, 205, 0, 4.65877463917873 
5, 2, 16, 300, 205, 205, 0, 4.61591676956279 
5, 2, 17, 300, 205, 205, 0, 4.57345316606406 
5, 2, 18, 300, 205, 205, 0, 4.53138020167608 
5, 2, 19, 300, 205, 205, 0, 4.48969428275858 
5, 2, 2, 300, 206, 206, 0, 26.0322754454628 
5, 2, 3, 300, 206, 206, 0, 25.5617326859325 
5, 2, 4, 300, 206, 206, 0, 25.099695156343 
5, 2, 5, 300, 206, 206, 0, 24.6460091215983 
5, 2, 6, 300, 206, 206, 0, 24.2005236254194 
5, 2, 7, 300, 206, 206, 0, 23.7630904401168 
5, 2, 8, 300, 206, 206, 0, 23.3335640172697 
5, 2, 9, 300, 206, 206, 0, 22.9118014392974 
5, 2, 10, 300, 206, 206, 0, 22.4976623719061 
5, 2, 11, 300, 206, 206, 0, 22.0910090173949 
5, 2, 12, 300, 206, 206, 0, 21.6917060688059 
5, 2, 13, 300, 206, 206, 0, 21.2996206649034 
5, 2, 14, 300, 206, 206, 0, 20.9146223459662 
5, 2, 15, 300, 206, 206, 0, 20.5365830103798 
5, 2, 16, 300, 206, 206, 0, 20.1653768720124 
5, 2, 17, 300, 206, 206, 0, 19.8008804183618 
5, 2, 18, 300, 206, 206, 0, 19.442972369459 
5, 2, 19, 300, 206, 206, 0, 19.091533637514 
5, 2, 2, 300, 207, 207, 0, 64.7648923998629 
5, 2, 3, 300, 207, 207, 0, 63.2856602130973 
5, 2, 4, 300, 207, 207, 0, 61.8402137361706 
5, 2, 5, 300, 207, 207, 0, 60.4277813024035 
5, 2, 6, 300, 207, 207, 0, 59.0476088700081 
5, 2, 7, 300, 207, 207, 0, 57.6989596195348 
5, 2, 8, 300, 207, 207, 0, 56.3811135605135 
5, 2, 9, 300, 207, 207, 0, 55.093367147079 
5, 2, 10, 300, 207, 207, 0, 53.835032902376 
5, 2, 11, 300, 207, 207, 0, 52.6054390515424 
5, 2, 12, 300, 207, 207, 0, 51.4039291630748 
5, 2, 13, 300, 207, 207, 0, 50.2298617983864 
5, 2, 14, 300, 207, 207, 0, 49.0826101693677 
5, 2, 15, 300, 207, 207, 0, 47.9615618037698 
5, 2, 16, 300, 207, 207, 0, 46.8661182182288 
5, 2, 17, 300, 207, 207, 0, 45.7956945987601 
5, 2, 18, 300, 207, 207, 0, 44.7497194885488 
5, 2, 19, 300, 207, 207, 0, 43.7276344828717 
5, 2, 2, 300, 208, 208, 0, 21.0140725140551 
5, 2, 3, 300, 208, 208, 0, 20.8207559341258 
5, 2, 4, 300, 208, 208, 0, 20.6292177481775 
5, 2, 5, 300, 208, 208, 0, 20.4394415960762 
5, 2, 6, 300, 208, 208, 0, 20.2514112681911 
5, 2, 7, 300, 208, 208, 0, 20.0651107040102 
5, 2, 8, 300, 208, 208, 0, 19.880523990768 
5, 2, 9, 300, 208, 208, 0, 19.697635362087 
